"Protein.ID"	"Description"	"Peptides"	"Frames"	"Hits"	"Ratio.AS.0.C.0"	"StDev"	"pValue"	"Fraction.1D_2D"	"Gene_name"	"UniprotID"
"1321"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	11	13	70	0.04	0.001	9.9e-20	"A_29_19"	"Trf"	"F7CJN9"
"1322"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	7	44	0.293	0.006	9.9e-20	"A_31_19"	"Trf"	"F7CJN9"
"1323"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	6	18	44.78	4.328	9.9e-20	"A_32_20"	"Trf"	"F7CJN9"
"1324"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	12	0.904	0.088	9.9e-20	"A_36_20"	"Trf"	"F7CJN9"
"1325"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	3	2.152	0.055	1.07e-07	"A_17_31"	"Trf"	"F7CJN9"
"1326"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	6	0.635	0.042	1.47e-06	"A_19_31"	"Trf"	"F7CJN9"
"1327"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	3	2.063	0.367	0.000208	"A_20_26"	"Trf"	"F7CJN9"
"1328"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	5	2.352	0.085	1.42e-06	"A_22_26"	"Trf"	"F7CJN9"
"1329"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	4	99999.9	57734.969	2.22e-16	"A_23_25"	"Trf"	"F7CJN9"
"1330"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	11	13	96	0.12	0.004	9.9e-20	"A_25_25"	"Trf"	"F7CJN9"
"1331"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	1.743	0.307	0.006	"A_30_25"	"Trf"	"F7CJN9"
"1332"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	5	0.582	0.043	0.000513	"B_30_01"	"Trf"	"F7CJN9"
"1333"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	8	47	0.647	0.014	9.9e-20	"B_31_02"	"Trf"	"F7CJN9"
"1334"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	5	11	25.339	1.183	9.9e-20	"B_31_04"	"Trf"	"F7CJN9"
"1335"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	15	23	112	2.037	0.005	9.9e-20	"B_32_01"	"Trf"	"F7CJN9"
"1336"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	7	8	34	0.219	0.004	9.9e-20	"B_32_03"	"Trf"	"F7CJN9"
"1337"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	10	82	0.807	0.013	9.9e-20	"B_33_02"	"Trf"	"F7CJN9"
"1338"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	2	0.519	0.045	0.00808	"B_33_04"	"Trf"	"F7CJN9"
"1339"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	8	41	0.521	0.011	9.9e-20	"B_34_01"	"Trf"	"F7CJN9"
"1340"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0	0	0	"B_34_03"	"Trf"	"F7CJN9"
"1341"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.195	0.091	0.0454	"B_34_07"	"Trf"	"F7CJN9"
"1342"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	5	39	0.81	0.007	9.9e-20	"B_35_02"	"Trf"	"F7CJN9"
"1343"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	4	20	0.839	0.025	9.9e-20	"B_36_01"	"Trf"	"F7CJN9"
"1344"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	4	17	0.962	0.03	2.22e-10	"B_36_03"	"Trf"	"F7CJN9"
"1345"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	3	18	0.74	0.017	5.44e-15	"B_37_02"	"Trf"	"F7CJN9"
"1346"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	4	0.005	0.004	6.72e-07	"B_33_14"	"Trf"	"F7CJN9"
"1347"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	5	14	0.053	0.002	1.51e-14	"B_35_10"	"Trf"	"F7CJN9"
"1348"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	2	3	0.192	0.044	5.64e-05	"B_35_14"	"Trf"	"F7CJN9"
"1349"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	3	6	6.51	7.57	9.9e-20	"B_21_18"	"Trf"	"F7CJN9"
"1350"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	4	0.054	0.027	7.25e-06	"B_22_17"	"Trf"	"F7CJN9"
"1351"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	5	22	0.369	0.022	9.9e-20	"B_23_18"	"Trf"	"F7CJN9"
"1352"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	3	0.803	0.076	0.000245	"B_25_18"	"Trf"	"F7CJN9"
"1353"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	3	99999.9	99999.9	6.32e-13	"B_26_19"	"Trf"	"F7CJN9"
"1354"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	4	11	0.317	0.017	1.13e-08	"B_37_16"	"Trf"	"F7CJN9"
"1355"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	4	0.185	0.003	8.21e-09	"B_37_18"	"Trf"	"F7CJN9"
"1356"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	99999.9	99999.9	1e-05	"B_40_17"	"Trf"	"F7CJN9"
"1357"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	3	0.293	0.049	0.00118	"B_20_23"	"Trf"	"F7CJN9"
"1358"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	0.282	0.009	0.0032	"B_22_21"	"Trf"	"F7CJN9"
"1359"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	6	17	5.11	0.551	7.77e-16	"B_23_22"	"Trf"	"F7CJN9"
"1360"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	7	31	1.25	0.017	9.9e-20	"B_24_21"	"Trf"	"F7CJN9"
"1361"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.451	0.098	0.015	"B_25_22"	"Trf"	"F7CJN9"
"1362"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	5	0.307	0.013	5.74e-09	"B_27_22"	"Trf"	"F7CJN9"
"1363"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	4	7	3.847	0.194	3.08e-06	"B_40_21"	"Trf"	"F7CJN9"
"1364"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	4	0.351	0.014	4.83e-08	"B_09_24"	"Trf"	"F7CJN9"
"1365"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	4	3.298	0.057	5.67e-06	"B_10_25"	"Trf"	"F7CJN9"
"1366"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	5	1.923	0.09	0.000107	"B_21_24"	"Trf"	"F7CJN9"
"1367"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	3	0.322	0.129	0.00498	"B_23_24"	"Trf"	"F7CJN9"
"1368"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	2	5.736	1.183	0.00107	"B_33_24"	"Trf"	"F7CJN9"
"1369"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	99999.9	99999.9	2.4e-09	"B_36_23"	"Trf"	"F7CJN9"
"1370"	"SP://F7CJN9"	"F7CJN9_MOUSE Protein Trf (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	99999.9	99999.9	2.4e-09	"B_10_30"	"Trf"	"F7CJN9"
"1371"	"SP://F7CJN9"	"F7CJN9_MOUSE Protein Trf (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	0.326	0.037	0.000496	"B_10_32"	"Trf"	"F7CJN9"
"1372"	"SP://F7CJN9"	"F7CJN9_MOUSE Protein Trf (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	2	2	4.307	0.266	0.00587	"B_12_32"	"Trf"	"F7CJN9"
"1373"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	99999.9	99999.9	2.4e-09	"C_13_02"	"Trf"	"F7CJN9"
"1374"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	2.347	0.198	0.00719	"C_16_01"	"Trf"	"F7CJN9"
"1375"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	4	10	5.852	0.346	1.54e-12	"C_17_02"	"Trf"	"F7CJN9"
"1376"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	8	0.994	0.026	3.91e-06	"C_18_01"	"Trf"	"F7CJN9"
"1377"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	5	25	1.347	0.017	9.9e-20	"C_30_02"	"Trf"	"F7CJN9"
"1378"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	8	10	48	1.281	0.016	9.9e-20	"C_31_01"	"Trf"	"F7CJN9"
"1379"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	13	14	90	1.749	0.012	9.9e-20	"C_32_02"	"Trf"	"F7CJN9"
"1380"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	14	24	143	0.006	0	9.9e-20	"C_33_01"	"Trf"	"F7CJN9"
"1381"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	18	27	162	0.095	0.002	9.9e-20	"C_34_02"	"Trf"	"F7CJN9"
"1382"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	12	17	67	0.304	0.002	9.9e-20	"C_35_01"	"Trf"	"F7CJN9"
"1383"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	5	7	0.057	0.011	9.92e-05	"C_36_00"	"Trf"	"F7CJN9"
"1384"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	11	14	91	0.073	0.001	9.9e-20	"C_36_02"	"Trf"	"F7CJN9"
"1385"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	5	17	0.045	0.005	1.11e-16	"C_37_01"	"Trf"	"F7CJN9"
"1386"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0	0	0	"C_38_02"	"Trf"	"F7CJN9"
"1387"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	3	11	0.388	0.025	3.54e-09	"C_39_01"	"Trf"	"F7CJN9"
"1388"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.218	0.047	0.00255	"C_40_02"	"Trf"	"F7CJN9"
"1389"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	8	0.855	0.047	4.74e-07	"C_30_04"	"Trf"	"F7CJN9"
"1390"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	4	2.121	0.117	2.28e-08	"C_31_03"	"Trf"	"F7CJN9"
"1391"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	8	10	56	1.963	0.016	9.9e-20	"C_32_04"	"Trf"	"F7CJN9"
"1392"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	4	11	1.748	0.039	2.98e-13	"C_32_11"	"Trf"	"F7CJN9"
"1393"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	0.067	0.041	3.98e-05	"C_32_13"	"Trf"	"F7CJN9"
"1394"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	6.139	2.573	0.00103	"C_33_08"	"Trf"	"F7CJN9"
"1395"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0	0	0	"C_33_12"	"Trf"	"F7CJN9"
"1396"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	6	26	0.526	0.015	9.9e-20	"C_34_04"	"Trf"	"F7CJN9"
"1397"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	7	38	0.125	0.005	9.9e-20	"C_35_03"	"Trf"	"F7CJN9"
"1398"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	6	12	0.112	0.002	2.83e-09	"C_36_04"	"Trf"	"F7CJN9"
"1399"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	7	8	28	0.284	0.001	9.9e-20	"C_37_03"	"Trf"	"F7CJN9"
"1400"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	4	5	9	0.456	0.022	2.13e-07	"C_39_03"	"Trf"	"F7CJN9"
"1401"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	10	12	64	0.563	0.011	9.9e-20	"C_12_24"	"Trf"	"F7CJN9"
"1402"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	9	17	100	0.002	0	9.9e-20	"C_12_25"	"Trf"	"F7CJN9"
"1403"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	7	9	40	0.043	0.001	9.9e-20	"C_21_22"	"Trf"	"F7CJN9"
"1404"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.502	0.013	0.0139	"C_23_20"	"Trf"	"F7CJN9"
"1405"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	8	13	1	0.008	1	"C_23_22"	"Trf"	"F7CJN9"
"1406"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.052	0.078	0.0126	"C_24_21"	"Trf"	"F7CJN9"
"1407"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	3.141	0.196	0.000501	"C_26_19"	"Trf"	"F7CJN9"
"1408"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	5	17	0.658	0.012	9.33e-15	"C_26_21"	"Trf"	"F7CJN9"
"1409"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	4	8	0.017	0.003	3.29e-11	"C_27_20"	"Trf"	"F7CJN9"
"1410"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	2	0.303	0.033	0.00487	"C_30_19"	"Trf"	"F7CJN9"
"1411"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	7	11	67	0.87	0.007	9.9e-20	"C_31_18"	"Trf"	"F7CJN9"
"1412"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	7	10	77	0.472	0.002	9.9e-20	"C_33_18"	"Trf"	"F7CJN9"
"1413"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	2.481	1.187	0.0488	"C_33_20"	"Trf"	"F7CJN9"
"1414"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	8	0.119	0.004	1.07e-13	"C_35_18"	"Trf"	"F7CJN9"
"1415"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	4	1.356	0.004	1.53e-06	"C_36_21"	"Trf"	"F7CJN9"
"1416"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	4	11	0.095	0.003	2.59e-10	"C_37_20"	"Trf"	"F7CJN9"
"1417"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	7	11	0.182	0.007	4.31e-13	"C_19_24"	"Trf"	"F7CJN9"
"1418"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	7	26	0.405	0.008	9.9e-20	"C_20_23"	"Trf"	"F7CJN9"
"1419"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	5	7	32	1.065	0.018	9.9e-20	"C_21_24"	"Trf"	"F7CJN9"
"1420"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	14	18	80	0.522	0.005	9.9e-20	"C_22_23"	"Trf"	"F7CJN9"
"1421"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	8	41	1.9	0.033	9.9e-20	"C_23_24"	"Trf"	"F7CJN9"
"1422"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	12	20	93	0.058	0.001	9.9e-20	"C_24_23"	"Trf"	"F7CJN9"
"1423"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	7	7	22	0.458	0.014	9.9e-20	"C_25_24"	"Trf"	"F7CJN9"
"1424"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	9	12	25	0.08	0.003	9.9e-20	"C_26_23"	"Trf"	"F7CJN9"
"1425"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	3	1.474	0.171	0.000719	"C_26_25"	"Trf"	"F7CJN9"
"1426"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	5	0.028	0.006	2.02e-05	"C_27_24"	"Trf"	"F7CJN9"
"1427"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.093	0.082	0.00675	"C_29_23"	"Trf"	"F7CJN9"
"1428"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	3	3.002	0.454	0.0017	"C_30_22"	"Trf"	"F7CJN9"
"1429"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	15	1.917	0.082	9.9e-20	"C_32_22"	"Trf"	"F7CJN9"
"1430"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	4	0.719	0.02	0.00129	"C_34_22"	"Trf"	"F7CJN9"
"1431"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	3	7.864	0.584	2.72e-10	"C_35_23"	"Trf"	"F7CJN9"
"1432"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	6	17	0.248	0.008	4.44e-16	"C_15_32"	"Trf"	"F7CJN9"
"1433"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	4	0.157	0.006	0.000116	"C_17_32"	"Trf"	"F7CJN9"
"1434"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	11	1.548	0.008	9.9e-20	"C_20_29"	"Trf"	"F7CJN9"
"1435"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	3	7	0.577	0.017	4.66e-11	"C_21_28"	"Trf"	"F7CJN9"
"1436"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.176	0.055	0.0215	"C_21_30"	"Trf"	"F7CJN9"
"1437"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	1	0.439	0.129	0.0248	"C_24_27"	"Trf"	"F7CJN9"
"1438"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	4	0.083	0.012	0.00022	"C_24_29"	"Trf"	"F7CJN9"
"1439"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	2	2	3	0.44	0.006	1.02e-06	"C_30_26"	"Trf"	"F7CJN9"
"1440"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	1	1	4	0.421	0.067	6.01e-06	"C_10_31"	"Trf"	"F7CJN9"
"1441"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	7	24	0.109	0.002	9.9e-20	"C_12_31"	"Trf"	"F7CJN9"
"1442"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	3	4	6	0.28	0.019	2.34e-05	"C_16_31"	"Trf"	"F7CJN9"
"1443"	"SP://F7CJN9"	"F7CJN9_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=4 SV=1"	6	8	29	0.014	0.001	9.9e-20	"C_18_31"	"Trf"	"F7CJN9"
